[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
4753,H.P. ACREEDOR IVA (L),H.P. ACREEDOR IVA (L),Liability,,,Yes,,475,,,,,,,,,,
4754,H.P. ACREEDOR RETENCIONES (L),H.P. ACREEDOR RETENCIONES (L),Liability,,,Yes,,475,,,,,,,,,,
4755,H.P.ACREEDOR I.SOCIEDADES(L),H.P.ACREEDOR I.SOCIEDADES(L),Liability,,,Yes,,475,,,,,,,,,,
4756,H.P.ACREED.SUBV.REINTEGR.(L),H.P.ACREED.SUBV.REINTEGR.(L),Liability,,,Yes,,475,,,,,,,,,,
4757,H.P. ACREEDORA POR IGIC (C),H.P. ACREEDORA POR IGIC (C),Liability,,,Yes,,475,,,,,,,,,,
4758,H.P.ACREED.SUBV.REINTEGR.(C),H.P.ACREED.SUBV.REINTEGR.(C),Liability,,,Yes,,475,,,,,,,,,,
4759,H.P. ACREEDORA POR IGIC (L),H.P. ACREEDORA POR IGIC (L),Liability,,,Yes,,475,,,,,,,,,,
4760,SEG. SOCIAL. ACREEDORES (C),SEG. SOCIAL. ACREEDORES (C),Liability,,,Yes,,476,,,,,,,,,,
4761,SEG. SOCIAL. ACREEDORES (L),SEG. SOCIAL. ACREEDORES (L),Liability,,,Yes,,476,,,,,,,,,,
4770,HACIENDA PUBLICA.IVA REPERC.,HACIENDA PUBLICA.IVA REPERC.,Liability,,,Yes,,477,,,,,,,,,,
4777,H.P. IGIC REPERCUTIDO,H.P. IGIC REPERCUTIDO,Liability,,,Yes,,477,,,,,,,,,,
4790,PASIVOS DIF.TEMPORARIAS IMP.,PASIVOS DIF.TEMPORARIAS IMP.,Liability,,,Yes,,479,,,,,,,,,,
4800,GASTOS ANTICIPADOS,GASTOS ANTICIPADOS,Asset,,,Yes,,480,,,,,,,,,,
4850,INGRESOS ANTICIPADOS,INGRESOS ANTICIPADOS,Liability,,,Yes,,485,,,,,,,,,,
4900,DET.VALOR CDTOS OP.COM.,DET.VALOR CDTOS OP.COM.,Asset,,,Yes,,490,,,,,,,,,,
4933,DET.VALOR CDTO OP.COM(GRUPO),DET.VALOR CDTO OP.COM(GRUPO),Asset,,,Yes,,493,,,,,,,,,,
4934,DET.VALOR CDTO OP.COM(ASOC),DET.VALOR CDTO OP.COM(ASOC),Asset,,,Yes,,493,,,,,,,,,,
4935,DET.VALOR CDTO OP.COM.(O.P.V),DET.VALOR CDTO OP.COM.(O.P.V),Asset,,,Yes,,493,,,,,,,,,,
4994,PROV.POR CONTRAT.ONEROSOS,PROV.POR CONTRAT.ONEROSOS,Liability,,,Yes,,499,,,,,,,,,,
4999,PROVISION PARA OTRAS OP.COM.,PROVISION PARA OTRAS OP.COM.,Liability,,,Yes,,499,,,,,,,,,,
5000,OBLIGACIONES Y BONOS A CORTO,OBLIGACIONES Y BONOS A CORTO,Liability,,,Yes,,500,,,,,,,,,,
5020,ACC/PART.CP CONS.PASIV.FIN.,ACC/PART.CP CONS.PASIV.FIN.,Liability,,,Yes,,502,,,,,,,,,,
5050,DEUDAS VALORES NEGOC.CP,DEUDAS VALORES NEGOC.CP,Liability,,,Yes,,505,,,,,,,,,,
5060,INT.CP.EMPREST.Y OT.EMIS.,INT.CP.EMPREST.Y OT.EMIS.,Liability,,,Yes,,506,,,,,,,,,,
5070,DIVID.ACC.PART.CONS.PASIV.FIN.,DIVID.ACC.PART.CONS.PASIV.FIN.,Liability,,,Yes,,507,,,,,,,,,,
5090,OBLIGACIONES Y BONOS AMORTIZ.,OBLIGACIONES Y BONOS AMORTIZ.,Liability,,,Yes,,509,,,,,,,,,,
5091,OBLIG/BONOS CONVERT.AMORTIZ.,OBLIG/BONOS CONVERT.AMORTIZ.,Liability,,,Yes,,509,,,,,,,,,,
5095,OTROS VALORES NEGOC.AMORTIZ.,OTROS VALORES NEGOC.AMORTIZ.,Liability,,,Yes,,509,,,,,,,,,,
5103,DEUDAS CP ENTID.CDTO(GRUPO),DEUDAS CP ENTID.CDTO(GRUPO),Liability,,,Yes,,510,,,,,,,,,,
5104,DEUDAS CP ENTID.CDTO(ASOC),DEUDAS CP ENTID.CDTO(ASOC),Liability,,,Yes,,510,,,,,,,,,,
5105,DEUDAS CP ENTID.CDTO(O.P.V),DEUDAS CP ENTID.CDTO(O.P.V),Liability,,,Yes,,510,,,,,,,,,,
5113,PROV.INMOV.CP (GRUPO),PROV.INMOV.CP (GRUPO),Liability,,,Yes,,511,,,,,,,,,,
5114,PROV.INMOV.CP (ASOC),PROV.INMOV.CP (ASOC),Liability,,,Yes,,511,,,,,,,,,,
5115,PROV.INMOV.CP (OT.PART.VINC),PROV.INMOV.CP (OT.PART.VINC),Liability,,,Yes,,511,,,,,,,,,,
5123,ACREED.ARREND.FIN.CP E.GR,ACREED.ARREND.FIN.CP E.GR,Liability,,,Yes,,512,,,,,,,,,,
5124,ACREED.ARREND.FIN.CP E.AS,ACREED.ARREND.FIN.CP E.AS,Liability,,,Yes,,512,,,,,,,,,,
5125,ACREED.ARREND.FIN.CP E.OPV,ACREED.ARREND.FIN.CP E.OPV,Liability,,,Yes,,512,,,,,,,,,,
5130, OTRAS DEUDAS A CORTO PLAZO CON PARTES VINCULADAS, OTRAS DEUDAS A CORTO PLAZO CON PARTES VINCULADAS,Liability,,,Yes,,513,,,,,,,,,,
5133,OTRAS DEUDAS CP (GRUPO),OTRAS DEUDAS CP (GRUPO),Liability,,,Yes,,513,,,,,,,,,,
5134,OTRAS DEUDAS CP (ASOC),OTRAS DEUDAS CP (ASOC),Liability,,,Yes,,513,,,,,,,,,,
5135,OTRAS DEUDAS CP(O.P.V.),OTRAS DEUDAS CP(O.P.V.),Liability,,,Yes,,513,,,,,,,,,,
5143,INT.CP DE DEUDAS (GRUPO),INT.CP DE DEUDAS (GRUPO),Liability,,,Yes,,514,,,,,,,,,,
5144,INT.CP DE DEUDAS (ASOC),INT.CP DE DEUDAS (ASOC),Liability,,,Yes,,514,,,,,,,,,,
5145,INT.CP DEUDAS (O.P.V.),INT.CP DEUDAS (O.P.V.),Liability,,,Yes,,514,,,,,,,,,,
5200,PRESTAMOS ENTIDADES CDTO.CP,PRESTAMOS ENTIDADES CDTO.CP,Liability,,,Yes,,520,,,,,,,,,,
5201,DEUDAS CP CRDTOS DISPUESTOS,DEUDAS CP CRDTOS DISPUESTOS,Liability,,,Yes,,520,,,,,,,,,,
5208,DEUDAS EFECTOS DESCONTADOS,DEUDAS EFECTOS DESCONTADOS,Liability,,,Yes,,520,,,,,,,,,,
5209,DEUDAS POR OP.FACTORING,DEUDAS POR OP.FACTORING,Liability,,,Yes,,520,,,,,,,,,,
5210,DEUDAS A CORTO PLAZO,DEUDAS A CORTO PLAZO,Liability,,,Yes,,521,,,,,,,,,,
5220,DEUD.CP TRANSF.SUBV/DONAC/LEG.,DEUD.CP TRANSF.SUBV/DONAC/LEG.,Liability,,,Yes,,522,,,,,,,,,,
5230,PROVEEDORES INMOVILIZADO CP,PROVEEDORES INMOVILIZADO CP,Liability,,,Yes,,523,,,,,,,,,,
5240,ACREED.ARREND.FINANC.CP,ACREED.ARREND.FINANC.CP,Liability,,,Yes,,524,,,,,,,,,,
5250,EFECTOS A PAGAR A CORTO,EFECTOS A PAGAR A CORTO,Liability,,,Yes,,525,,,,,,,,,,
5260,DIVIDENDO ACTIVO A PAGAR,DIVIDENDO ACTIVO A PAGAR,Liability,,,Yes,,526,,,,,,,,,,
5270,INT.CORTO DEUD.ENT.CDTO.,INT.CORTO DEUD.ENT.CDTO.,Liability,,,Yes,,527,,,,,,,,,,
5280,INTERESES CORTO PLAZO DEUDAS,INTERESES CORTO PLAZO DEUDAS,Liability,,,Yes,,528,,,,,,,,,,
5291,PROV.CP PARA IMPUESTOS,PROV.CP PARA IMPUESTOS,Liability,,,Yes,,529,,,,,,,,,,
5292,PROV.CP OTRAS RESPONSAB.,PROV.CP OTRAS RESPONSAB.,Liability,,,Yes,,529,,,,,,,,,,
5293,PROV.CP DESM/RETIR/REHB.INMV.,PROV.CP DESM/RETIR/REHB.INMV.,Liability,,,Yes,,529,,,,,,,,,,
5295,PROV.CP ACTUAC.MEDIOAMB.,PROV.CP ACTUAC.MEDIOAMB.,Liability,,,Yes,,529,,,,,,,,,,
5303,PARTICIPACIONES CP(GRUPO),PARTICIPACIONES CP(GRUPO),Asset,,,Yes,,530,,,,,,,,,,
5304,PARTICIPACIONES CP(ASOC),PARTICIPACIONES CP(ASOC),Asset,,,Yes,,530,,,,,,,,,,
5305,PARTICIPACIONES CP(OT.P.VINC),PARTICIPACIONES CP(OT.P.VINC),Asset,,,Yes,,530,,,,,,,,,,
5313,VALORES REPR.DEUDAS CP(GRUPO),VALORES REPR.DEUDAS CP(GRUPO),Asset,,,Yes,,531,,,,,,,,,,
5314,VALORES REPR.DEUDAS CP(ASOC),VALORES REPR.DEUDAS CP(ASOC),Asset,,,Yes,,531,,,,,,,,,,
5315,VALORES REPR.DEUDAS CP(O.P.V),VALORES REPR.DEUDAS CP(O.P.V),Asset,,,Yes,,531,,,,,,,,,,
5320, CREDITOS A CORTO PLAZO A PARTES VINCULADAS, CREDITOS A CORTO PLAZO A PARTES VINCULADAS,Asset,,,Yes,,532,,,,,,,,,,
5323,CREDITOS CP (GRUPO),CREDITOS CP (GRUPO),Asset,,,Yes,,532,,,,,,,,,,
5324,CREDITOS CP (ASOCIADAS),CREDITOS CP (ASOCIADAS),Asset,,,Yes,,532,,,,,,,,,,
5325,CREDITOS CP (OTRAS PART.VINC),CREDITOS CP (OTRAS PART.VINC),Asset,,,Yes,,532,,,,,,,,,,
5333,INT.CP VAL.REPR.DEUDA.(GRUPO),INT.CP VAL.REPR.DEUDA.(GRUPO),Asset,,,Yes,,533,,,,,,,,,,
5334,INT.CP VAL.REPR.DEUDA.(ASOC),INT.CP VAL.REPR.DEUDA.(ASOC),Asset,,,Yes,,533,,,,,,,,,,
5335,INT.CP VAL.REPR.DEUDA(O.P.V),INT.CP VAL.REPR.DEUDA(O.P.V),Asset,,,Yes,,533,,,,,,,,,,
5343,INT.CP DE CREDITOS (GRUPO),INT.CP DE CREDITOS (GRUPO),Asset,,,Yes,,534,,,,,,,,,,
5344,INT.CP DE CREDITOS (ASOC.),INT.CP DE CREDITOS (ASOC.),Asset,,,Yes,,534,,,,,,,,,,
5345,INT.CP DE CREDITOS (O.P.V),INT.CP DE CREDITOS (O.P.V),Asset,,,Yes,,534,,,,,,,,,,
5353,DIVIDENDOS A COBRAR (GRUPO),DIVIDENDOS A COBRAR (GRUPO),Asset,,,Yes,,535,,,,,,,,,,
5354,DIVIDENDOS A COBRAR (ASOC),DIVIDENDOS A COBRAR (ASOC),Asset,,,Yes,,535,,,,,,,,,,
5355,DIVIDENDOS A COBRAR (O.P.V),DIVIDENDOS A COBRAR (O.P.V),Asset,,,Yes,,535,,,,,,,,,,
5393,DESEMB.PDTE S/PART.CP (GRUPO),DESEMB.PDTE S/PART.CP (GRUPO),Asset,,,Yes,,539,,,,,,,,,,
5394,DESEMB.PDTE S/PART.CP (ASOC),DESEMB.PDTE S/PART.CP (ASOC),Asset,,,Yes,,539,,,,,,,,,,
5395,DESEMB.PDTE S/PART.CP (O.P.V),DESEMB.PDTE S/PART.CP (O.P.V),Asset,,,Yes,,539,,,,,,,,,,
5400,INV.FINANC.TEMP.INSTR.PATR.,INV.FINANC.TEMP.INSTR.PATR.,Asset,,,Yes,,540,,,,,,,,,,
5410,VALORES REPR.DEUDAS CP,VALORES REPR.DEUDAS CP,Asset,,,Yes,,541,,,,,,,,,,
5420,CREDITOS A CORTO PLAZO,CREDITOS A CORTO PLAZO,Asset,,,Yes,,542,,,,,,,,,,
5430,CDTOS.ENAJ.INMOV. A CORTO,CDTOS.ENAJ.INMOV. A CORTO,Asset,,,Yes,,543,,,,,,,,,,
5440,CREDITOS CP AL PERSONAL,CREDITOS CP AL PERSONAL,Asset,,,Yes,,544,,,,,,,,,,
5450,DIVIDENDOS A COBRAR,DIVIDENDOS A COBRAR,Asset,,,Yes,,545,,,,,,,,,,
5460,INT.CP DE VALORES REPR.DEUD.,INT.CP DE VALORES REPR.DEUD.,Asset,,,Yes,,546,,,,,,,,,,
5470,INTERESES C.PLAZ.DE CREDITOS,INTERESES C.PLAZ.DE CREDITOS,Asset,,,Yes,,547,,,,,,,,,,
5480,IMPOSICIONES A PLAZO CORTO,IMPOSICIONES A PLAZO CORTO,Asset,,,Yes,,548,,,,,,,,,,
5481,INTERESES IMPOSICIONES CORTO,INTERESES IMPOSICIONES CORTO,Asset,,,Yes,,548,,,,,,,,,,
5490,DESEMB.PDTE.S/PAR.PATRIM.CP,DESEMB.PDTE.S/PAR.PATRIM.CP,Asset,,,Yes,,549,,,,,,,,,,
5500,TITULAR DE LA EXPLOTACION,TITULAR DE LA EXPLOTACION,Liability,,,Yes,,550,,,,,,,,,,
5510,CTA.CTE.CON SOCIOS Y ADMIN.,CTA.CTE.CON SOCIOS Y ADMIN.,Liability,,,Yes,,551,,,,,,,,,,
5523,CTA.CTE.EMPRESAS DEL GRUPO,CTA.CTE.EMPRESAS DEL GRUPO,Liability,,,Yes,,552,,,,,,,,,,
5524,CTA.CTE.EMPRESAS ASOCIADAS,CTA.CTE.EMPRESAS ASOCIADAS,Liability,,,Yes,,552,,,,,,,,,,
5525,CTA.CTE.OT.PARTES VINCULADAS,CTA.CTE.OT.PARTES VINCULADAS,Liability,,,Yes,,552,,,,,,,,,,
5540,CTA.CTE CON UTES.Y C.B.,CTA.CTE CON UTES.Y C.B.,Liability,,,Yes,,554,,,,,,,,,,
5550,PARTIDAS PDTES APLICACION,PARTIDAS PDTES APLICACION,Liability,,,Yes,,555,,,,,,,,,,
5551,PARTIDAS RECIBIDAS DE CLIENTES NO IDENTIFICADOS,PARTIDAS RECIBIDAS DE CLIENTES NO IDENTIFICADOS,Liability,,,Yes,,555,,,,,,,,,,
5552,PARTIDAS NO CONCILIADAS,PARTIDAS NO CONCILIADAS,Liability,,,Yes,,555,,,,,,,,,,
5553,PARTIDAS DE EFECTIVO A DEPOSITAR,PARTIDAS DE EFECTIVO A DEPOSITAR,Liability,,,Yes,,555,,,,,,,,,,
5563,DESEMB.EXIG.S/PART.P.N(GRUPO),DESEMB.EXIG.S/PART.P.N(GRUPO),Liability,,,Yes,,556,,,,,,,,,,
5564,DESEMB.EXIG.S/PART.P.N.(ASOC),DESEMB.EXIG.S/PART.P.N.(ASOC),Liability,,,Yes,,556,,,,,,,,,,
5565,DESEMB.EXIG.S/PART.P.N(O.P.V),DESEMB.EXIG.S/PART.P.N(O.P.V),Liability,,,Yes,,556,,,,,,,,,,
5566,DESEMB.EXIG.S/PART.P.N(OT.EMP),DESEMB.EXIG.S/PART.P.N(OT.EMP),Liability,,,Yes,,556,,,,,,,,,,
5570,DIVIDENDOS ACTIVOS A CUENTA,DIVIDENDOS ACTIVOS A CUENTA,Owner's Equity,,,Yes,,557,,,,,,,,,,
5580,SOC.DESEMB.EXIG.ACC/PART.ORD.,SOC.DESEMB.EXIG.ACC/PART.ORD.,Asset,,,Yes,,558,,,,,,,,,,
5581,SOCIOS DESEMB.EXIG.EN MORA,SOCIOS DESEMB.EXIG.EN MORA,Asset,,,Yes,,558,,,,,,,,,,
5585,SOC.DES.EXIG.AC/PART.CONS.P.F.,SOC.DES.EXIG.AC/PART.CONS.P.F.,Asset,,,Yes,,558,,,,,,,,,,
5590,ACTIVOS POR DERIV.FINANC.CP,ACTIVOS POR DERIV.FINANC.CP,Asset,,,Yes,,559,,,,,,,,,,
5595,PASIVOS DERIV.FIN.CP.,PASIVOS DERIV.FIN.CP.,Asset,,,Yes,,559,,,,,,,,,,
5600,FIANZAS RECIBIDAS A CORTO,FIANZAS RECIBIDAS A CORTO,Liability,,,Yes,,560,,,,,,,,,,
5610,DEPOSITOS RECIBIDOS CP,DEPOSITOS RECIBIDOS CP,Liability,,,Yes,,561,,,,,,,,,,
5650,FIANZAS CONSTITUIDAS CP,FIANZAS CONSTITUIDAS CP,Asset,,,Yes,,565,,,,,,,,,,
5660,DEPOSITOS CONSTITUIDOS CP,DEPOSITOS CONSTITUIDOS CP,Asset,,,Yes,,566,,,,,,,,,,
5670,INT.PAGADOS POR ANTICIPADO,INT.PAGADOS POR ANTICIPADO,Asset,,,Yes,,567,,,,,,,,,,
5680,INT.COBRADOS POR ANTICIPADO,INT.COBRADOS POR ANTICIPADO,Liability,,,Yes,,568,,,,,,,,,,
5700,CAJA EUROS,CAJA EUROS,Asset,,,Yes,,570,,,,,,,,,,
5710,CAJA. MONEDA EXTRANJERA,CAJA. MONEDA EXTRANJERA,Asset,,,Yes,,571,,,,,,,,,,
5720,BANCOS.C/C.VISTA EUROS,BANCOS.C/C.VISTA EUROS,Asset,,,Yes,,572,,,,,,,,,,
5730,BANCOS.C/C.VISTA.MONEDA EXT.,BANCOS.C/C.VISTA.MONEDA EXT.,Asset,,,Yes,,573,,,,,,,,,,
5740,BANCOS. CTAS.DE AHORRO EUROS,BANCOS. CTAS.DE AHORRO EUROS,Asset,,,Yes,,574,,,,,,,,,,
5750,BANCOS. CTAS.AHORRO.M.EXT.,BANCOS. CTAS.AHORRO.M.EXT.,Asset,,,Yes,,575,,,,,,,,,,
5760,INVERS.C.P. GRAN LIQUIDEZ,INVERS.C.P. GRAN LIQUIDEZ,Asset,,,Yes,,576,,,,,,,,,,
6000,COMPRAS DE MERCADERIAS,COMPRAS DE MERCADERIAS,Expense,,,Yes,,600,,,,,,,,,,
6005,IMPUESTO DE VENTAS PAGADO A VENDEDORES,IMPUESTO DE VENTAS PAGADO A VENDEDORES,Expense,,,Yes,,600,,,,,,,,,,
6010,COMPRAS DE MATERIAS PRIMAS,COMPRAS DE MATERIAS PRIMAS,Expense,,,Yes,,601,,,,,,,,,,
6020,ELEMENTOS/CONJ.INCORPORABLES,ELEMENTOS/CONJ.INCORPORABLES,Expense,,,Yes,,602,,,,,,,,,,
6021,COMPRAS OT.APROVISIONAMIENTOS,COMPRAS OT.APROVISIONAMIENTOS,Expense,,,Yes,,602,,,,,,,,,,
6022,REPUESTOS ( OTROS APROV. ),REPUESTOS ( OTROS APROV. ),Expense,,,Yes,,602,,,,,,,,,,
6025,COMPRAS OTROS APROVISIONAMIENTOS,COMPRAS OTROS APROVISIONAMIENTOS,Expense,,,Yes,,602,,,,,,,,,,
6026,COMPRAS OTROS APROVISIONAMIENTOS ( EMBALAJES),COMPRAS OTROS APROVISIONAMIENTOS ( EMBALAJES),Expense,,,Yes,,602,,,,,,,,,,
6027,COMPRAS OTROS APROVISIONAMIENTOS ( ENVASES),COMPRAS OTROS APROVISIONAMIENTOS ( ENVASES),Expense,,,Yes,,602,,,,,,,,,,
6028,COMPRAS OTROS APROVISIONAMIENTOS (MAT.OF.),COMPRAS OTROS APROVISIONAMIENTOS (MAT.OF.),Expense,,,Yes,,602,,,,,,,,,,
6029,OTROS,OTROS,Expense,,,Yes,,602,,,,,,,,,,
6060,DSCTOS S/COMPRAS PP MERCAD.,DSCTOS S/COMPRAS PP MERCAD.,Expense,,,Yes,,606,,,,,,,,,,
6061,DSCTOS S/COMPRAS PP M.PRIMAS,DSCTOS S/COMPRAS PP M.PRIMAS,Expense,,,Yes,,606,,,,,,,,,,
6062,DSCTOS S/COMPRAS PP OT.APROV.,DSCTOS S/COMPRAS PP OT.APROV.,Expense,,,Yes,,606,,,,,,,,,,
6070,TRABAJOS REALIZ. OTRAS EMPR.,TRABAJOS REALIZ. OTRAS EMPR.,Expense,,,Yes,,607,,,,,,,,,,
6080,DEVOL.COMPRAS MERCADERIAS,DEVOL.COMPRAS MERCADERIAS,Expense,,,Yes,,608,,,,,,,,,,
6081,DEVOL.COMPRAS MAT.PRIMAS,DEVOL.COMPRAS MAT.PRIMAS,Expense,,,Yes,,608,,,,,,,,,,
6082,DEVOL.COMPRAS OTROS APROV.,DEVOL.COMPRAS OTROS APROV.,Expense,,,Yes,,608,,,,,,,,,,
6090,RAPPELS COMPRAS MERCADERIAS,RAPPELS COMPRAS MERCADERIAS,Expense,,,Yes,,609,,,,,,,,,,
6091,RAPPELS COMPRAS MAT.PRIMAS,RAPPELS COMPRAS MAT.PRIMAS,Expense,,,Yes,,609,,,,,,,,,,
6092,RAPPELS COMPRAS OTROS APROV.,RAPPELS COMPRAS OTROS APROV.,Expense,,,Yes,,609,,,,,,,,,,
6100,VARIAC.EXIST.MERCADERIAS,VARIAC.EXIST.MERCADERIAS,Expense,,,Yes,,610,,,,,,,,,,
6101,DIFERENCIA ENTRE PRECIO FACTURACION Y COSTOS (IPV),DIFERENCIA ENTRE PRECIO FACTURACION Y COSTOS (IPV),Expense,,,Yes,,610,,,,,,,,,,
6102,DIFERENCIA ENTRE PRECIO DE COMPRA Y COSTO ESTANDARD (PPV),DIFERENCIA ENTRE PRECIO DE COMPRA Y COSTO ESTANDARD (PPV),Expense,,,Yes,,610,,,,,,,,,,
6103,DIFERENCIAS POR VARIACION DE PRECIOS DE COMPRA (PPV) ,DIFERENCIAS POR VARIACION DE PRECIOS DE COMPRA (PPV) ,Expense,,,Yes,,610,,,,,,,,,,
6110,VARIAC.EXIST.MAT.PRIMAS,VARIAC.EXIST.MAT.PRIMAS,Expense,,,Yes,,611,,,,,,,,,,
6120,VARIAC.EXIST.OTROS APROV.,VARIAC.EXIST.OTROS APROV.,Expense,,,Yes,,612,,,,,,,,,,
6200,GTS INVESTIGAC.Y DESARROLLO,GTS INVESTIGAC.Y DESARROLLO,Expense,,,Yes,,620,,,,,,,,,,
6210,ARRENDAMIENTOS Y CANONES,ARRENDAMIENTOS Y CANONES,Expense,,,Yes,,621,,,,,,,,,,
6211,ARRENDMTOS. FINANCIEROS Y OTROS,ARRENDMTOS. FINANCIEROS Y OTROS,Expense,,,Yes,,621,,,,,,,,,,
6220,REPARACIONES Y CONSERV.GRAL,REPARACIONES Y CONSERV.GRAL,Expense,,,Yes,,622,,,,,,,,,,
6223,REP.Y CONSERV.MEDIO AMBIENTE,REP.Y CONSERV.MEDIO AMBIENTE,Expense,,,Yes,,622,,,,,,,,,,
6230,SERVICIOS DE PROFESIONALES,SERVICIOS DE PROFESIONALES,Expense,,,Yes,,623,,,,,,,,,,
6233,SERVICIOS MEDIOAMBIENTALES,SERVICIOS MEDIOAMBIENTALES,Expense,,,Yes,,623,,,,,,,,,,
6240,TRANSPORTES,TRANSPORTES,Expense,,,Yes,,624,,,,,,,,,,
6250,PRIMAS DE SEGUROS,PRIMAS DE SEGUROS,Expense,,,Yes,,625,,,,,,,,,,
6260,SERVICIOS BANCARIOS Y SIMIL.,SERVICIOS BANCARIOS Y SIMIL.,Expense,,,Yes,,626,,,,,,,,,,
6270,PUBLIC/PROPAG/REL.PCAS,PUBLIC/PROPAG/REL.PCAS,Expense,,,Yes,,627,,,,,,,,,,
6280,SUMINISTROS,SUMINISTROS,Expense,,,Yes,,628,,,,,,,,,,
6290,OTROS SERVICIOS,OTROS SERVICIOS,Expense,,,Yes,,629,,,,,,,,,,
6291,OTROS GASTOS EN CAJA CHICA,OTROS GASTOS EN CAJA CHICA,Expense,,,Yes,,629,,,,,,,,,,
6292,OTROS GASTOS,OTROS GASTOS,Expense,,,Yes,,629,,,,,,,,,,
6300,IMPUESTO CORRIENTE,IMPUESTO CORRIENTE,Expense,,,Yes,,630,,,,,,,,,,
6301,IMPUESTO DIFERIDO,IMPUESTO DIFERIDO,Expense,,,Yes,,630,,,,,,,,,,
6310,OTROS TRIBUTOS,OTROS TRIBUTOS,Expense,,,Yes,,631,,,,,,,,,,
6330,AJSTES NEG.IMPOS.S/BENEF.,AJSTES NEG.IMPOS.S/BENEF.,Expense,,,Yes,,633,,,,,,,,,,
6341,AJ.NEG.IVA ACTIVO CORRIENTE,AJ.NEG.IVA ACTIVO CORRIENTE,Expense,,,Yes,,634,,,,,,,,,,
6342,AJUSTES NEG.IVA INVERSIONES,AJUSTES NEG.IVA INVERSIONES,Expense,,,Yes,,634,,,,,,,,,,
6360,DEVOLUCION DE IMPUESTOS,DEVOLUCION DE IMPUESTOS,Expense,,,Yes,,636,,,,,,,,,,
6380,AJSTES POSIT.IMPOS.S/BENEF.,AJSTES POSIT.IMPOS.S/BENEF.,Expense,,,Yes,,638,,,,,,,,,,
6391,AJ.POS.IVA ACTIVO CORRIENTE,AJ.POS.IVA ACTIVO CORRIENTE,Expense,,,Yes,,639,,,,,,,,,,
6392,AJSTES POSIT.IVA INVERSIONES,AJSTES POSIT.IVA INVERSIONES,Expense,,,Yes,,639,,,,,,,,,,
6400,SUELDOS Y SALARIOS,SUELDOS Y SALARIOS,Expense,,,Yes,,640,,,,,,,,,,
6410,INDEMNIZACIONES,INDEMNIZACIONES,Expense,,,Yes,,641,,,,,,,,,,
6420,SEG.SOC.CARGO DE LA EMPRESA,SEG.SOC.CARGO DE LA EMPRESA,Expense,,,Yes,,642,,,,,,,,,,
6490,OTROS GASTOS SOCIALES,OTROS GASTOS SOCIALES,Expense,,,Yes,,649,,,,,,,,,,
6500,PERD.CDTOS COM.INCOBRABLES,PERD.CDTOS COM.INCOBRABLES,Expense,,,Yes,,650,,,,,,,,,,
6510,BENEFICIO TRANSFERIDO(GESTOR),BENEFICIO TRANSFERIDO(GESTOR),Expense,,,Yes,,651,,,,,,,,,,
6511,PERD.SOPORTADA(PART.NO GTOR),PERD.SOPORTADA(PART.NO GTOR),Expense,,,Yes,,651,,,,,,,,,,
6550,OTROS GASTOS VARIABLES,OTROS GASTOS VARIABLES,Expense,,,Yes,,655,,,,,,,,,,
6590,OTRAS PERD.GESTION CORRIENTE,OTRAS PERD.GESTION CORRIENTE,Expense,,,Yes,,659,,,,,,,,,,
6600,GTS.FINANC.ACTUALIZ.PROVIS.,GTS.FINANC.ACTUALIZ.PROVIS.,Expense,,,Yes,,660,,,,,,,,,,
6610,INT.OBLIG.Y BONOS LP (GRUPO),INT.OBLIG.Y BONOS LP (GRUPO),Expense,,,Yes,,661,,,,,,,,,,
6611,INT.OBLIG.Y BONOS LP (ASOC),INT.OBLIG.Y BONOS LP (ASOC),Expense,,,Yes,,661,,,,,,,,,,
6612,INT.OBLIG.Y BONOS LP (O.P.V),INT.OBLIG.Y BONOS LP (O.P.V),Expense,,,Yes,,661,,,,,,,,,,
6613,INT.OBLIG.Y BONOS LP(OT.EMP),INT.OBLIG.Y BONOS LP(OT.EMP),Expense,,,Yes,,661,,,,,,,,,,
6615,INT.OBLIG.Y BONOS CP (GRUPO),INT.OBLIG.Y BONOS CP (GRUPO),Expense,,,Yes,,661,,,,,,,,,,
6616,INT.OBLIG.Y BONOS CP (ASOC),INT.OBLIG.Y BONOS CP (ASOC),Expense,,,Yes,,661,,,,,,,,,,
6617,INT.OBLIG.Y BONOS CP (O.P.V),INT.OBLIG.Y BONOS CP (O.P.V),Expense,,,Yes,,661,,,,,,,,,,
6618,INT.OBLIG.Y BONOS CP(OT.EMP),INT.OBLIG.Y BONOS CP(OT.EMP),Expense,,,Yes,,661,,,,,,,,,,
6620,INTERESES DEUDAS GRUPO,INTERESES DEUDAS GRUPO,Expense,,,Yes,,662,,,,,,,,,,
6621,INTERESES DEUDAS ASOCIADAS,INTERESES DEUDAS ASOCIADAS,Expense,,,Yes,,662,,,,,,,,,,
6622,INTERESES DEUDAS O.P.V,INTERESES DEUDAS O.P.V,Expense,,,Yes,,662,,,,,,,,,,
